Date,Symbol,Close,Open,High,Low,Volume
2024-10-26,MGL_TECH,141.49,141.62,142.36,141.27,690227
2024-10-27,MGL_TECH,138.51,138.97,138.87,137.42,686222
2024-10-28,MGL_TECH,138.06,138.16,138.63,137.43,422928
2024-10-29,MGL_TECH,137.13,137.23,137.67,136.21,296110
2024-10-30,MGL_TECH,133.77,133.6,135.6,133.05,955028
2024-10-31,MGL_TECH,129.26,129.44,129.39,129.1,164600
2024-11-01,MGL_TECH,126.52,126.64,127.6,124.64,997356
2024-11-02,MGL_TECH,129.35,129.4,130.75,129.25,380442
2024-11-03,MGL_TECH,128.4,128.51,129.88,128.15,666273
2024-11-04,MGL_TECH,127.77,128.35,129.51,127.76,479415
2024-11-05,MGL_TECH,128.37,127.9,129.9,127.7,193027
2024-11-06,MGL_TECH,127.6,127.16,128.9,126.53,552463
2024-11-07,MGL_TECH,128.89,128.55,130.14,127.49,725195
2024-11-08,MGL_TECH,128.45,128.62,128.8,126.88,678870
2024-11-09,MGL_TECH,130.63,130.62,130.87,130.49,382054
2024-11-10,MGL_TECH,130.78,131.27,132.65,130.0,162192
2024-11-11,MGL_TECH,132.91,132.92,134.6,132.44,921104
2024-11-12,MGL_TECH,131.24,130.93,133.13,131.1,345297
2024-11-13,MGL_TECH,131.82,131.94,132.62,130.86,530832
2024-11-14,MGL_TECH,131.29,131.05,132.21,131.15,205139
2024-11-15,MGL_TECH,133.6,133.35,134.6,131.97,866482
2024-11-16,MGL_TECH,137.2,136.94,137.48,135.92,150284
2024-11-17,MGL_TECH,135.02,135.18,136.7,134.11,477173
2024-11-18,MGL_TECH,131.62,132.16,132.71,130.89,525997
2024-11-19,MGL_TECH,130.46,129.96,131.65,130.14,863628
2024-11-20,MGL_TECH,130.0,130.19,131.22,129.74,856611
2024-11-21,MGL_TECH,130.2,130.84,132.0,129.53,838564
2024-11-22,MGL_TECH,131.48,131.2,132.63,130.7,697132
2024-11-23,MGL_TECH,131.7,131.58,133.36,130.85,324115
2024-11-24,MGL_TECH,132.73,133.35,134.59,132.06,621611
2024-11-25,MGL_TECH,133.69,133.65,134.22,132.07,556519
2024-11-26,MGL_TECH,128.78,129.39,130.02,128.16,827736
2024-11-27,MGL_TECH,130.16,130.67,131.43,128.64,457422
2024-11-28,MGL_TECH,128.22,128.63,129.4,126.42,138337
2024-11-29,MGL_TECH,126.95,127.3,128.03,126.66,122259
2024-11-30,MGL_TECH,124.74,125.16,125.76,123.94,719157
2024-12-01,MGL_TECH,126.31,126.88,126.57,125.52,334196
2024-12-02,MGL_TECH,124.33,124.15,124.69,124.0,226537
2024-12-03,MGL_TECH,123.27,122.66,124.03,121.48,788998
2024-12-04,MGL_TECH,124.68,124.82,125.02,123.19,846272
2024-12-05,MGL_TECH,125.0,124.75,125.83,123.44,959951
2024-12-06,MGL_TECH,123.8,124.0,124.18,122.17,390298
2024-12-07,MGL_TECH,126.46,127.03,127.96,125.0,939907
2024-12-08,MGL_TECH,124.41,124.01,125.52,123.76,200094
2024-12-09,MGL_TECH,122.71,122.29,123.59,122.03,106638
2024-12-10,MGL_TECH,123.81,124.4,125.06,123.08,766721
2024-12-11,MGL_TECH,123.97,124.37,124.05,123.86,969446
2024-12-12,MGL_TECH,123.44,123.19,124.07,122.35,988269
2024-12-13,MGL_TECH,122.43,123.01,123.8,121.18,207295
2024-12-14,MGL_TECH,123.12,123.41,123.92,123.03,876170
2024-12-15,MGL_TECH,121.37,121.97,122.02,120.8,551662
2024-12-16,MGL_TECH,122.37,122.97,122.94,120.59,718635
2024-12-17,MGL_TECH,125.45,125.74,126.83,125.02,132634
2024-12-18,MGL_TECH,124.37,124.42,125.05,122.78,225200
2024-12-19,MGL_TECH,128.37,128.82,128.85,127.12,490063
2024-12-20,MGL_TECH,128.34,128.07,129.58,127.58,423031
2024-12-21,MGL_TECH,129.18,129.43,129.96,127.48,258800
2024-12-22,MGL_TECH,128.52,128.95,128.89,128.47,324547
2024-12-23,MGL_TECH,130.87,130.21,131.72,129.0,672204
2024-12-24,MGL_TECH,131.19,130.58,131.68,130.27,610568
2024-12-25,MGL_TECH,132.74,133.03,133.85,132.19,927038
2024-12-26,MGL_TECH,129.52,129.75,131.21,128.87,738543
2024-12-27,MGL_TECH,132.66,132.45,133.64,132.19,675992
2024-12-28,MGL_TECH,134.61,134.65,135.07,134.28,380113
2024-12-29,MGL_TECH,132.17,131.74,132.95,130.63,117411
2024-12-30,MGL_TECH,132.32,131.74,133.47,130.96,121727
2024-12-31,MGL_TECH,134.35,134.51,135.86,133.31,630216
2025-01-01,MGL_TECH,133.44,133.0,134.59,132.4,482209
2025-01-02,MGL_TECH,132.88,133.05,134.61,131.62,902496
2025-01-03,MGL_TECH,134.61,133.95,135.34,133.49,429847
2025-01-04,MGL_TECH,136.35,136.18,137.22,134.45,713105
2025-01-05,MGL_TECH,137.29,137.3,138.65,135.78,666615
2025-01-06,MGL_TECH,137.64,137.89,138.1,136.99,443834
2025-01-07,MGL_TECH,138.78,138.88,139.94,137.39,244828
2025-01-08,MGL_TECH,138.89,138.89,139.18,138.14,766522
2025-01-09,MGL_TECH,140.16,140.32,140.44,139.31,935230
2025-01-10,MGL_TECH,142.44,142.07,143.62,141.66,214124
2025-01-11,MGL_TECH,146.13,145.72,147.11,145.28,174424
2025-01-12,MGL_TECH,146.04,146.45,147.13,144.39,628475
2025-01-13,MGL_TECH,146.42,146.74,147.72,144.83,671035
2025-01-14,MGL_TECH,149.57,150.16,149.7,148.77,403652
2025-01-15,MGL_TECH,152.36,153.03,154.24,150.43,258024
2025-01-16,MGL_TECH,148.92,148.89,149.82,146.77,686593
2025-01-17,MGL_TECH,147.65,147.45,148.17,145.61,431136
2025-01-18,MGL_TECH,147.54,147.1,149.66,145.67,186280
2025-01-19,MGL_TECH,149.01,148.89,149.77,148.22,271281
2025-01-20,MGL_TECH,152.37,153.07,153.7,151.37,753359
2025-01-21,MGL_TECH,150.61,150.53,151.52,150.36,949070
2025-01-22,MGL_TECH,150.29,149.59,150.49,149.37,244758
2025-01-23,MGL_TECH,146.81,146.55,146.88,145.91,151867
2025-01-24,MGL_TECH,148.72,148.62,149.06,146.55,514085
2025-01-25,MGL_TECH,146.67,146.02,148.48,145.12,632439
2025-01-26,MGL_TECH,149.21,149.48,150.43,148.1,498512
2025-01-27,MGL_TECH,147.42,147.61,149.44,146.25,584137
2025-01-28,MGL_TECH,148.24,148.11,148.24,147.52,970915
2025-01-29,MGL_TECH,148.97,149.01,149.39,148.32,426751
2025-01-30,MGL_TECH,150.41,150.49,150.99,148.2,379589
2025-01-31,MGL_TECH,157.11,157.67,157.76,155.72,101537
2025-02-01,MGL_TECH,156.29,156.96,156.93,154.79,153633
2025-02-02,MGL_TECH,156.71,156.48,158.01,155.79,599604
2025-02-03,MGL_TECH,159.28,158.9,159.37,158.06,576883
2025-02-04,MGL_TECH,162.58,163.02,164.97,160.47,190357
2025-02-05,MGL_TECH,165.13,165.1,166.77,164.24,602762
2025-02-06,MGL_TECH,171.22,170.9,172.98,169.26,656122
2025-02-07,MGL_TECH,171.88,172.0,173.99,169.48,313179
2025-02-08,MGL_TECH,173.14,173.71,175.59,172.66,751254
2025-02-09,MGL_TECH,173.13,173.66,175.34,170.68,549922
2025-02-10,MGL_TECH,173.37,172.94,174.93,171.02,150567
2025-02-11,MGL_TECH,172.61,172.56,174.04,172.17,123652
2025-02-12,MGL_TECH,170.49,171.21,170.96,169.01,143718
2025-02-13,MGL_TECH,165.3,166.03,167.17,164.61,721954
2025-02-14,MGL_TECH,164.08,164.56,164.8,162.27,278546
2025-02-15,MGL_TECH,165.62,164.94,167.07,163.28,341769
2025-02-16,MGL_TECH,162.0,161.26,164.38,161.87,755601
2025-02-17,MGL_TECH,162.37,161.78,163.01,161.43,876029
2025-02-18,MGL_TECH,165.02,164.35,167.43,164.77,276227
2025-02-19,MGL_TECH,165.06,165.13,166.05,163.91,144994
2025-02-20,MGL_TECH,162.48,162.89,162.49,161.75,885385
2025-02-21,MGL_TECH,159.35,158.7,161.3,157.37,843308
2025-02-22,MGL_TECH,156.29,157.02,156.97,155.23,906525
2025-02-23,MGL_TECH,153.54,153.61,154.27,153.21,860196
2025-02-24,MGL_TECH,151.35,151.18,152.82,149.53,416306
2025-02-25,MGL_TECH,151.2,150.76,151.53,150.79,217323
2025-02-26,MGL_TECH,149.66,149.14,149.68,148.93,968020
2025-02-27,MGL_TECH,149.04,149.62,150.44,148.46,242883
2025-02-28,MGL_TECH,152.74,152.13,153.67,151.01,687657
2025-03-01,MGL_TECH,149.53,149.42,150.69,149.28,915322
2025-03-02,MGL_TECH,153.36,153.32,154.76,152.68,378700
2025-03-03,MGL_TECH,152.97,152.96,153.97,151.54,216580
2025-03-04,MGL_TECH,153.77,153.7,154.91,151.84,836552
2025-03-05,MGL_TECH,151.8,151.28,153.4,149.8,884938
2025-03-06,MGL_TECH,152.07,151.86,152.83,151.83,858163
2025-03-07,MGL_TECH,150.75,150.48,152.57,148.52,762938
2025-03-08,MGL_TECH,148.37,148.71,148.55,147.98,480738
2025-03-09,MGL_TECH,150.11,150.01,152.32,149.08,505201
2025-03-10,MGL_TECH,150.69,151.11,151.49,149.73,561341
2025-03-11,MGL_TECH,150.06,150.43,150.26,148.17,575211
2025-03-12,MGL_TECH,153.06,153.61,153.22,152.73,734402
2025-03-13,MGL_TECH,153.61,154.33,154.95,152.07,856089
2025-03-14,MGL_TECH,156.04,155.82,157.1,155.75,453548
2025-03-15,MGL_TECH,156.53,156.8,156.91,155.77,366581
2025-03-16,MGL_TECH,156.92,157.68,157.82,155.33,623502
2025-03-17,MGL_TECH,154.74,154.46,156.91,154.64,401066
2025-03-18,MGL_TECH,152.37,152.69,153.64,151.44,999182
2025-03-19,MGL_TECH,149.19,149.46,150.73,148.4,363629
2025-03-20,MGL_TECH,152.85,153.08,153.89,151.08,334398
2025-03-21,MGL_TECH,150.71,150.21,152.68,149.21,131924
2025-03-22,MGL_TECH,151.07,151.4,151.41,150.31,195491
2025-03-23,MGL_TECH,150.68,151.11,151.83,148.47,643095
2025-03-24,MGL_TECH,150.61,149.86,151.09,149.79,734090
2025-03-25,MGL_TECH,150.27,149.9,151.78,149.48,223917
2025-03-26,MGL_TECH,153.67,154.15,154.03,153.0,753978
2025-03-27,MGL_TECH,149.94,149.6,150.05,147.92,605674
2025-03-28,MGL_TECH,153.14,153.83,154.08,151.67,147817
2025-03-29,MGL_TECH,155.84,155.74,156.48,153.76,115635
2025-03-30,MGL_TECH,153.14,153.88,154.93,152.42,963620
2025-03-31,MGL_TECH,154.2,153.96,154.92,151.9,793093
2025-04-01,MGL_TECH,154.09,153.82,154.98,151.96,346038
2025-04-02,MGL_TECH,155.85,155.92,156.02,154.9,766116
2025-04-03,MGL_TECH,155.11,154.38,156.48,154.48,146106
2025-04-04,MGL_TECH,152.16,152.39,153.76,151.36,884641
2025-04-05,MGL_TECH,154.59,154.81,156.15,153.8,701696
2025-04-06,MGL_TECH,154.57,154.27,154.77,152.59,450430
2025-04-07,MGL_TECH,150.63,151.15,150.97,148.48,211585
2025-04-08,MGL_TECH,149.61,150.1,150.81,149.55,257494
2025-04-09,MGL_TECH,151.41,151.69,151.46,149.71,697002
2025-04-10,MGL_TECH,152.66,152.02,153.13,150.49,162342
2025-04-11,MGL_TECH,151.66,152.07,152.23,150.68,862526
2025-04-12,MGL_TECH,147.8,147.61,149.8,147.5,116860
2025-04-13,MGL_TECH,146.18,146.46,146.36,145.2,605162
2025-04-14,MGL_TECH,144.31,144.71,144.7,143.1,380235
2025-04-15,MGL_TECH,143.23,143.19,143.39,142.59,486272
2025-04-16,MGL_TECH,141.81,142.35,142.73,140.91,664248
2025-04-17,MGL_TECH,140.64,139.94,141.15,138.9,404993
2025-04-18,MGL_TECH,139.03,139.37,140.43,137.43,490140
2025-04-19,MGL_TECH,138.72,139.01,140.65,137.77,924378
2025-04-20,MGL_TECH,137.54,137.25,137.98,136.25,762489
2025-04-21,MGL_TECH,141.28,141.37,141.87,139.67,435556
2025-04-22,MGL_TECH,138.43,137.82,138.84,137.86,702342
2025-04-23,MGL_TECH,135.51,135.07,136.54,133.7,206528
2025-04-24,MGL_TECH,139.0,139.06,140.14,138.08,761699
2025-04-25,MGL_TECH,134.95,134.9,136.06,133.86,899657
2025-04-26,MGL_TECH,135.9,136.25,137.82,135.11,147967
2025-04-27,MGL_TECH,134.11,133.61,135.65,133.28,885396
2025-04-28,MGL_TECH,135.83,135.94,137.33,133.9,409375
2025-04-29,MGL_TECH,134.03,134.36,135.72,133.82,296164
2025-04-30,MGL_TECH,135.39,136.07,135.81,134.66,934694
2025-05-01,MGL_TECH,133.61,133.96,133.81,131.94,119790
2025-05-02,MGL_TECH,132.71,133.25,134.38,131.53,176829
2025-05-03,MGL_TECH,133.05,132.45,133.41,131.42,382336
2025-05-04,MGL_TECH,133.03,132.49,133.75,131.33,544663
2025-05-05,MGL_TECH,136.17,135.94,137.94,134.17,760852
2025-05-06,MGL_TECH,138.73,139.06,139.65,138.05,106838
2025-05-07,MGL_TECH,138.08,138.25,139.69,136.09,882893
2025-05-08,MGL_TECH,139.8,139.37,141.39,139.6,319037
2025-05-09,MGL_TECH,142.84,142.19,143.75,140.92,937895
2025-05-10,MGL_TECH,142.78,142.82,144.01,142.39,531767
2025-05-11,MGL_TECH,137.51,137.41,138.96,136.39,757838
2025-05-12,MGL_TECH,137.15,136.68,139.04,135.24,863284
2025-05-13,MGL_TECH,139.71,139.15,140.41,138.62,734070
2025-05-14,MGL_TECH,141.5,141.59,142.29,140.17,797088
2025-05-15,MGL_TECH,142.05,141.52,143.06,141.67,727885
2025-05-16,MGL_TECH,138.11,138.76,138.56,138.08,678728
2025-05-17,MGL_TECH,136.02,135.68,137.49,134.68,726976
2025-05-18,MGL_TECH,133.99,134.09,135.89,133.54,920075
2025-05-19,MGL_TECH,134.28,134.78,135.14,133.16,934250
2025-05-20,MGL_TECH,136.23,135.94,137.12,134.65,161427
2025-05-21,MGL_TECH,142.84,143.48,143.79,141.02,742084
2025-05-22,MGL_TECH,141.45,140.83,143.06,139.56,232715
2025-05-23,MGL_TECH,139.48,139.37,140.97,138.96,323252
2025-05-24,MGL_TECH,139.67,139.68,140.01,139.15,757009
2025-05-25,MGL_TECH,140.31,140.61,140.32,138.93,208476
2025-05-26,MGL_TECH,139.93,139.87,140.48,138.19,265225
2025-05-27,MGL_TECH,136.77,137.41,137.83,136.18,759426
2025-05-28,MGL_TECH,133.32,133.59,133.81,131.68,678203
2025-05-29,MGL_TECH,130.5,130.82,132.42,128.72,605160
2025-05-30,MGL_TECH,130.72,130.22,131.75,129.74,584918
2025-05-31,MGL_TECH,131.09,131.58,132.89,129.76,214858
2025-06-01,MGL_TECH,132.99,133.39,134.51,132.79,875008
2025-06-02,MGL_TECH,132.9,132.67,134.73,131.66,856954
2025-06-03,MGL_TECH,133.49,133.21,135.23,132.84,434447
2025-06-04,MGL_TECH,131.0,131.09,131.22,129.51,272291
2025-06-05,MGL_TECH,130.79,130.57,131.54,129.44,669658
2025-06-06,MGL_TECH,134.94,135.27,135.39,134.6,346053
2025-06-07,MGL_TECH,134.5,135.04,134.66,133.15,268829
2025-06-08,MGL_TECH,133.88,133.39,134.45,133.72,691493
2025-06-09,MGL_TECH,132.11,132.48,133.32,130.81,906726
2025-06-10,MGL_TECH,131.6,131.81,132.59,131.37,623286
2025-06-11,MGL_TECH,131.06,130.51,132.21,129.68,446433
2025-06-12,MGL_TECH,129.79,130.43,130.09,128.15,358641
2025-06-13,MGL_TECH,127.65,127.74,129.1,126.61,484796
2025-06-14,MGL_TECH,128.75,128.37,129.42,127.38,845873
2025-06-15,MGL_TECH,131.73,131.15,132.79,129.87,812952
2025-06-16,MGL_TECH,132.81,133.23,134.44,132.78,249384
2025-06-17,MGL_TECH,131.09,130.51,132.5,129.79,242645
2025-06-18,MGL_TECH,131.38,131.24,131.92,130.54,685736
2025-06-19,MGL_TECH,129.72,129.78,131.23,128.47,758356
2025-06-20,MGL_TECH,130.13,130.45,131.49,129.58,635848
2025-06-21,MGL_TECH,126.15,126.33,126.57,125.06,952631
2025-06-22,MGL_TECH,128.12,127.52,129.11,126.53,769411
2025-06-23,MGL_TECH,127.55,127.62,128.9,125.75,650793
2025-06-24,MGL_TECH,130.0,130.5,130.5,128.14,497850
2025-06-25,MGL_TECH,129.48,129.26,129.97,128.95,294527
2025-06-26,MGL_TECH,127.89,128.35,128.86,126.8,805970
2025-06-27,MGL_TECH,124.93,124.7,125.4,124.18,932254
2025-06-28,MGL_TECH,126.07,126.03,127.96,125.54,276816
2025-06-29,MGL_TECH,128.55,128.62,129.65,127.04,593621
2025-06-30,MGL_TECH,125.81,125.29,127.3,125.78,526550
2025-07-01,MGL_TECH,125.23,125.79,126.59,123.97,886680
2025-07-02,MGL_TECH,125.15,125.34,125.17,123.82,858981
2025-07-03,MGL_TECH,121.9,122.15,122.01,121.02,542579
2025-07-04,MGL_TECH,121.33,121.61,122.21,120.67,833613
2025-07-05,MGL_TECH,119.35,119.06,119.68,117.64,818791
2025-07-06,MGL_TECH,116.47,116.42,116.57,115.6,945264
2025-07-07,MGL_TECH,115.97,116.34,117.24,114.43,176195
2025-07-08,MGL_TECH,114.84,114.92,116.33,113.95,169594
2025-07-09,MGL_TECH,118.17,118.51,119.31,117.36,847433
2025-07-10,MGL_TECH,117.93,118.08,119.26,117.68,415885
2025-07-11,MGL_TECH,120.71,120.49,120.76,119.8,474192
2025-07-12,MGL_TECH,118.36,117.99,118.98,117.7,573304
2025-07-13,MGL_TECH,118.72,118.15,119.58,118.27,933484
2025-07-14,MGL_TECH,118.41,118.04,118.48,116.98,508160
2025-07-15,MGL_TECH,118.82,118.9,120.58,118.64,823348
2025-07-16,MGL_TECH,118.76,118.18,119.67,118.05,741005
2025-07-17,MGL_TECH,118.51,117.93,118.73,117.76,740674
2025-07-18,MGL_TECH,117.94,117.41,118.63,117.28,227658
2025-07-19,MGL_TECH,120.05,120.55,121.16,118.76,847236
2025-07-20,MGL_TECH,120.78,120.24,121.04,119.19,124161
2025-07-21,MGL_TECH,120.3,120.32,121.67,118.57,693592
2025-07-22,MGL_TECH,122.81,122.26,124.62,121.2,379776
2025-07-23,MGL_TECH,122.98,122.53,123.89,122.15,346164
2025-07-24,MGL_TECH,122.69,122.51,122.75,121.98,604547
2025-07-25,MGL_TECH,122.72,122.37,123.91,121.98,837638
2025-07-26,MGL_TECH,124.53,124.0,124.95,123.73,708908
2025-07-27,MGL_TECH,125.5,125.64,126.51,125.24,373403
2025-07-28,MGL_TECH,125.93,125.79,126.72,124.21,294222
2025-07-29,MGL_TECH,125.61,125.14,127.23,124.66,320887
2025-07-30,MGL_TECH,124.76,124.42,126.57,123.76,393600
2025-07-31,MGL_TECH,124.39,124.08,125.63,123.72,562456
2025-08-01,MGL_TECH,122.34,122.32,123.43,121.26,818855
2025-08-02,MGL_TECH,125.45,125.5,125.65,124.5,851508
2025-08-03,MGL_TECH,122.66,123.26,123.76,122.23,883172
2025-08-04,MGL_TECH,123.9,123.44,124.36,123.64,841306
2025-08-05,MGL_TECH,124.83,124.3,125.3,123.06,525752
2025-08-06,MGL_TECH,126.16,125.61,128.02,124.63,777694
2025-08-07,MGL_TECH,125.28,124.71,126.5,123.99,649336
2025-08-08,MGL_TECH,123.16,122.59,124.04,122.42,697856
2025-08-09,MGL_TECH,124.75,124.75,125.9,123.6,269459
2025-08-10,MGL_TECH,126.62,126.09,128.45,125.23,546779
2025-08-11,MGL_TECH,125.64,125.09,127.47,124.86,133806
2025-08-12,MGL_TECH,125.25,125.26,126.03,123.98,157216
2025-08-13,MGL_TECH,125.41,125.08,126.9,124.19,922262
2025-08-14,MGL_TECH,125.51,124.94,125.76,124.16,777780
2025-08-15,MGL_TECH,127.56,127.84,129.03,125.79,174726
2025-08-16,MGL_TECH,131.41,131.81,131.57,129.64,699168
2025-08-17,MGL_TECH,132.52,132.68,134.33,130.92,769686
2025-08-18,MGL_TECH,133.16,133.04,133.48,132.25,404889
2025-08-19,MGL_TECH,131.11,131.59,132.81,129.66,600207
2025-08-20,MGL_TECH,131.85,132.08,132.25,130.22,664796
2025-08-21,MGL_TECH,133.39,133.76,133.53,132.34,863197
2025-08-22,MGL_TECH,132.22,132.83,132.22,130.55,266270
2025-08-23,MGL_TECH,130.66,130.43,132.56,130.02,749606
2025-08-24,MGL_TECH,131.48,131.76,132.18,129.63,201984
2025-08-25,MGL_TECH,132.45,131.82,133.12,131.98,684560
2025-08-26,MGL_TECH,133.81,134.02,133.86,132.82,692731
2025-08-27,MGL_TECH,130.11,130.29,131.88,128.37,144043
2025-08-28,MGL_TECH,129.84,130.3,130.02,128.97,438479
2025-08-29,MGL_TECH,130.23,129.63,131.34,128.9,701942
2025-08-30,MGL_TECH,129.43,129.67,130.44,128.13,178619
2025-08-31,MGL_TECH,129.3,129.35,130.76,127.93,286008
2025-09-01,MGL_TECH,132.1,132.72,133.95,131.95,867369
2025-09-02,MGL_TECH,133.39,133.71,134.76,132.05,637122
2025-09-03,MGL_TECH,130.83,131.21,131.72,130.63,390162
2025-09-04,MGL_TECH,129.12,129.11,129.98,127.71,765789
2025-09-05,MGL_TECH,127.96,127.42,128.05,126.16,738144
2025-09-06,MGL_TECH,125.77,125.37,126.51,124.49,998598
2025-09-07,MGL_TECH,126.85,126.82,128.56,126.11,624745
2025-09-08,MGL_TECH,127.54,127.21,129.18,125.9,231359
2025-09-09,MGL_TECH,125.07,125.51,125.99,124.2,288928
2025-09-10,MGL_TECH,127.93,128.46,128.2,126.83,377123
2025-09-11,MGL_TECH,129.23,129.13,131.03,128.36,805818
2025-09-12,MGL_TECH,129.2,128.66,130.79,128.0,669388
2025-09-13,MGL_TECH,128.36,128.89,129.59,127.08,587347
2025-09-14,MGL_TECH,128.8,129.3,130.43,128.0,361108
2025-09-15,MGL_TECH,128.6,128.28,130.34,126.98,691328
2025-09-16,MGL_TECH,129.23,129.51,129.3,127.59,181508
2025-09-17,MGL_TECH,129.64,129.59,130.56,128.93,448958
2025-09-18,MGL_TECH,124.92,125.1,125.47,124.4,152031
2025-09-19,MGL_TECH,126.27,125.77,126.31,125.85,555975
2025-09-20,MGL_TECH,125.98,125.61,126.82,124.58,283379
2025-09-21,MGL_TECH,127.89,127.94,128.03,127.51,943628
2025-09-22,MGL_TECH,127.48,127.4,128.84,127.21,279202
2025-09-23,MGL_TECH,125.26,125.26,126.27,123.58,113733
2025-09-24,MGL_TECH,124.88,124.78,125.28,124.63,714272
2025-09-25,MGL_TECH,122.68,122.3,123.12,121.08,785014
2025-09-26,MGL_TECH,122.01,122.52,123.73,120.78,406384
2025-09-27,MGL_TECH,123.74,123.72,124.75,121.91,377529
2025-09-28,MGL_TECH,123.35,122.97,124.11,121.97,602611
2025-09-29,MGL_TECH,120.43,120.53,120.79,118.74,811162
2025-09-30,MGL_TECH,120.43,120.84,121.05,118.97,855441
2025-10-01,MGL_TECH,121.12,121.18,121.33,119.39,930411
2025-10-02,MGL_TECH,120.7,121.19,122.17,119.94,258052
2025-10-03,MGL_TECH,120.87,120.47,122.46,119.85,117623
2025-10-04,MGL_TECH,121.11,120.96,121.89,120.47,288444
2025-10-05,MGL_TECH,121.44,121.97,121.61,119.67,967664
2025-10-06,MGL_TECH,122.38,122.18,122.86,120.85,849402
2025-10-07,MGL_TECH,123.71,123.36,125.19,121.93,144786
2025-10-08,MGL_TECH,121.58,121.53,122.82,120.49,527217
2025-10-09,MGL_TECH,125.68,126.06,125.86,123.93,645383
2025-10-10,MGL_TECH,122.57,122.33,123.56,121.74,159028
2025-10-11,MGL_TECH,121.49,121.82,121.51,119.84,479808
2025-10-12,MGL_TECH,123.52,123.21,124.95,123.46,169502
2025-10-13,MGL_TECH,118.55,118.39,120.23,116.87,593627
2025-10-14,MGL_TECH,121.42,121.72,122.57,121.13,328580
2025-10-15,MGL_TECH,120.51,120.33,121.02,119.12,139930
2025-10-16,MGL_TECH,118.38,117.9,118.6,117.35,862751
2025-10-17,MGL_TECH,118.14,117.57,119.5,116.7,799908
2025-10-18,MGL_TECH,117.27,116.9,117.95,117.17,132231
2025-10-19,MGL_TECH,112.91,112.55,114.5,111.74,562849
2025-10-20,MGL_TECH,113.14,113.65,113.89,111.74,326506
2025-10-21,MGL_TECH,114.32,113.97,114.78,112.8,116702
2025-10-22,MGL_TECH,110.55,110.27,111.0,110.05,373047
2025-10-23,MGL_TECH,111.7,111.88,113.02,111.57,869391
2025-10-24,MGL_TECH,108.94,108.99,110.32,107.76,377991
2025-10-25,MGL_TECH,110.98,111.25,112.61,110.81,971176
2025-10-26,MGL_TECH,112.21,112.08,112.99,111.64,646500
2025-10-27,MGL_TECH,111.79,111.87,112.77,110.71,570440
2025-10-28,MGL_TECH,109.87,109.38,110.89,109.13,270818
2025-10-29,MGL_TECH,112.81,112.34,114.44,111.13,994246
2025-10-30,MGL_TECH,111.69,111.3,113.19,110.24,935940
2025-10-31,MGL_TECH,109.93,109.53,110.54,108.54,550887
2025-11-01,MGL_TECH,109.31,109.77,110.33,107.69,852693
2025-11-02,MGL_TECH,109.56,109.22,111.08,107.97,267214
2025-11-03,MGL_TECH,109.71,109.74,110.45,108.72,492518
2025-11-04,MGL_TECH,113.01,113.47,114.47,112.76,332664
2025-11-05,MGL_TECH,112.16,111.84,113.13,112.07,746617
2025-11-06,MGL_TECH,112.78,112.51,112.85,111.52,153198
2025-11-07,MGL_TECH,112.94,112.64,113.86,111.6,153861
2025-11-08,MGL_TECH,111.37,110.85,112.16,109.85,270049
