customer_id,age,annual_income_k,spending_score,savings_ratio,credit_score
CUST-1079,69,65.45562377035971,47.51786594725235,0.2162083176244221,694.7942778252926
CUST-1080,42,60.77596771994175,54.76125620349531,0.15908896583832638,783.6954910274184
CUST-1081,43,51.951860948002384,40.286491097698146,0.2579055436750034,731.6665077585175
CUST-1082,28,64.99295853641723,55.02676407411424,0.1993876613576543,664.1098251405667
CUST-1083,55,60.60643646554981,44.58270630790311,0.24875598667088758,694.1177047399144
CUST-1084,19,53.39602242565991,47.42891326677605,0.22064657271378124,677.451017887841
CUST-1085,24,53.422236835468546,51.9494976919353,0.21224832855543616,679.7222729851549
CUST-1086,35,56.23169355505342,51.85639949886109,0.1275957829251338,643.7014490249378
CUST-1087,44,54.252446229980514,48.292422786305224,0.21554537827990025,759.0142486779821
CUST-1088,51,66.86127698561616,48.72049176029258,0.19904918960486556,659.8988254144876
CUST-1089,44,59.85189491206088,47.690730888638896,0.21613592801690448,666.9107622579071
CUST-1090,34,64.15477211392938,62.26191130402062,0.19456199257715712,716.0684688839576
CUST-1091,60,65.5211519336889,46.79023622491331,0.21120462409052085,700.5036960312718
CUST-1092,61,60.78140878839066,43.815921729156265,0.20122550871294714,719.919931649818
CUST-1093,68,71.60914886236033,57.67416660868165,0.30765912287557784,669.3060974844781
CUST-1094,41,66.97856509376543,51.46673604590681,0.30949014666088365,667.6680685857939
CUST-1095,42,53.282225262553794,45.204858836447826,0.09380521378450966,678.9697991327696
CUST-1096,24,53.926938707570415,51.20315029180966,0.21708779878885798,775.0468335686354
CUST-1097,69,67.60339070548841,45.384770754700774,0.1550792664325821,719.6767668602603
CUST-1098,23,49.43813434383486,64.65167012683483,0.25897200603606435,681.2329739158118
CUST-1099,41,46.29492376727298,60.8309789933233,0.1942730077373691,749.5126524789384
CUST-1100,50,84.05572341205632,79.00624977046228,0.10026218498590916,801.4094178129423
CUST-1101,66,95.49934528520757,91.22849932347499,0.046618978530870284,795.7286154493612
CUST-1102,46,101.20295631711899,90.14438834058748,0.1355807439044445,766.2607372448639
CUST-1103,60,84.65885829264377,97.7767682189851,0.11661570059897959,777.5454039033034
CUST-1104,39,115.51151975522524,86.15674634292859,0.15896485920319134,802.0255544423032
CUST-1105,43,120.60747924881987,102.55340842443204,0.08755179257604633,829.1471285286307
CUST-1106,45,106.45375949585147,98.68631557532349,0.05175382697099478,820.5815437999531
CUST-1107,67,110.58424486849587,67.41260513576886,0.040837074366711246,738.823034667197
CUST-1108,38,97.30593165555442,92.17542255795962,0.17511785260480142,802.2228434125933
CUST-1109,66,116.28615545571292,71.19898541785109,0.01483087803224227,798.3335690331014
CUST-1110,24,103.84065448939307,84.67305251905907,-0.003372105001993836,797.3263988146164
CUST-1111,34,86.95530499495146,91.69672548830039,0.11832991230484242,771.8036064101793
CUST-1112,37,94.86133082663306,74.40786478111049,0.09686604513634141,828.6542696150372
CUST-1113,58,90.14273953664457,90.04046515517844,0.07348711908137796,776.2138150321297
CUST-1114,66,98.92969640045442,74.64757677580626,0.07231753473264091,764.0636632223345
CUST-1115,37,119.6472513291639,85.35263551971728,0.06501372460037072,806.4193973220266
CUST-1116,39,98.8767195030917,82.79030400466777,0.13070833500217127,822.7252313014192
CUST-1117,45,94.69498852389472,79.2418175935532,0.08624741514241781,730.9423650579324
CUST-1118,57,84.84808937801448,98.66874267444524,0.18224838567506418,792.5289188133087
CUST-1119,66,105.76556963055766,88.11250154543536,0.25394404042276186,833.5872473430373
CUST-1120,24,98.72082408519233,75.44459559399574,0.019677683987121372,806.1039090760167
CUST-1121,18,92.43649254715697,70.77746290402325,0.06767135578787367,767.5535598915682
CUST-1122,49,116.87141635072564,93.81639756949451,0.09960136793416914,844.3983241667008
CUST-1123,30,100.77368307647619,76.38715798671737,0.17615620386348288,816.1673013105398
CUST-1124,47,89.62753845673544,83.09661321916391,0.05621908733076214,758.5160080710699
CUST-1125,40,109.26177547531641,104.0941664047013,0.030071621309042937,816.8890771007171
CUST-1126,68,93.49357430878173,80.12874616235304,0.07038030378805654,774.0802769096056
CUST-1127,36,100.48521627944827,76.69049883588963,0.11352284128899195,798.4928567165259
CUST-1128,49,97.6105195313359,75.92436337958402,0.07116143347158337,822.6617367747726
CUST-1129,47,105.00917187624381,75.22444755201448,0.1049666152714613,822.5416137011537
CUST-1130,46,83.30594718878629,90.43360192379934,0.06686881205270767,817.1179600577948
CUST-1131,66,92.36740843457483,66.9511789933548,0.018622878105841872,801.4425483998415
CUST-1132,62,102.59722501721483,75.95683374895592,0.1319296229388687,750.1543981319312
CUST-1133,46,99.33920201352683,72.88983800237543,0.06740819460989204,801.4219601394924
CUST-1134,47,91.39586634716048,81.15444455770175,0.15031464046072204,782.6932439143055
CUST-1135,33,108.35692112065142,73.70293145342382,0.12649020889576415,843.247058619737
CUST-1136,57,75.28355499872711,77.03104744529523,0.128853606359027,793.9086384187102
CUST-1137,36,103.71145873371309,78.9601481328418,0.104329489373645,795.3296829382376
CUST-1138,35,111.67782061659807,87.54420843301213,0.11688013310376011,787.643691016326
CUST-1139,18,95.12393775927507,80.6744181218038,0.11972260711891484,787.3704655753921
CUST-1140,31,102.89774856896413,105.75400798645438,0.1435562351715846,790.2192940349647
CUST-1141,68,112.01213922163944,80.91924626978448,-0.0019062267588926957,769.7574106724779
CUST-1142,64,81.29208078974145,81.48486515958692,0.10092091895947759,850.2931193682584
CUST-1143,67,103.26927373764163,82.80899471191135,0.14147027905917448,733.6659407297634
CUST-1144,19,102.35614558108566,92.70865193886966,0.026070687711007928,834.3126212962079
CUST-1145,45,103.38496407494414,80.84712086099199,0.13163909330531426,868.1207857341319
CUST-1146,66,101.81866255058495,87.48220586300336,0.07703195502298779,774.5046689160563
CUST-1147,67,108.30335816544246,76.43916174091133,0.10357831186096964,785.6702765970465
CUST-1148,47,104.78979825746391,88.33662105286949,0.15187699721289497,784.6995080343576
CUST-1149,55,97.30125064706628,75.21236284217693,0.07778533699619443,811.3190147913456
